0.1uF,4,"C1 C2 C3 C5",
0.1uF,2,"C6 C7",C1
CP,1,"C4",
4N4004,1,"D1",
CONN_3,22,"J1 K1 K2 K3 K4 K5 K6 K7 K8 K9 K10 K11 K12 K13 K14 K15 K16 K17 K18 K19 K20 K21",
CONN_6,1,"J4",
DCJ0202,1,"J2",JACK-3.5MM
CONN_6X2,1,"J3",~
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",
10K,1,"R1",
AP1117,1,"U2",
ATMEGA328-PU,1,"U1",atmega8-DIL28-3
16MHz,1,"Y1",
