0.1uF,1,"C8",
10uF,2,"C1 C9",
1N4004,1,"D1",
LED,2,"D2 D3",
USB-B,1,"J1",
CONN_2,1,"J2",
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",
330,1,"R5",
1K,2,"R1 R3",
10K,2,"R2 R4",
MCP73833,1,"U1",
FGPMMOPA6H,1,"U2",
ATTINY85,1,"U4",
FT232RL,1,"U3",ftdichip-1-SSOP28DB
