Qty,Value,RefDes,,Qty,Value,RefDes
5,0.1uF,"C1,C2,C4-C6",,2,PS2_DIN6,"J3,J4"
1,10uF,C3,,1,RCA-JACK,J5
1,CP1,C7,,1,Conn_01x08,P4
1,Polyfuse_Small,F1,,1,Conn_02x08_Odd_Even,P2
2,FTDI,"J2,J6",,1,VGA,P3
1,150,R12,,1,Conn_01x03,H1
1,1K,R1,,1,Conn_02x04_Odd_Even,H2
1,270,R11,,1,Conn_01x02,J15
8,470,",R3,R5,R7-R10,R13,R14",,1,DCJ0202,J1
3,680,"R2,R4,R6",,,,
1,ESP32,U1,,,,
1,AP1117,U2,,,,
1,TXS0104,U3,,,,
