Qty,Value,RefDes,,Qty,Value,RefDes
4,104,"C1,C2,C4,C5",,1,"""ADR SEL""",J24
1,u1,C3,,1,CONN_2,J33
2,LED,"D1,D2",,27,CONN_3,"J1-J10,J14,J15,J17-J23,J25-J32"
2,FUSE,"F1,F2",,4,CONN_4,"J11,J12,J13,J16"
1,120,R4,,,,
1,330,R3,,,,
6,5.6K,"R1,R2,R5-R8",,,,
1,CAT24C256,U3,,,,
2,TXB0108EPWR,"U2,U4",,,,
