Qty,Value,RefDes,,Qty,Value,RefDes
4,"Cap, 0.01uF, 0.1","C2-C4,C5",,1,"Res, 100 (1/4W)",R2
1,"Cap, 81PF, 0.1",C1,,1,"Res, 51 (1/4W)",R7
2,"Zener, 5V, DO-34","DZ1,DZ2",,1,"Res, 510 (1/4W)",R4
2,"Trans, 2N3904, TO-92","Q1,Q2",,4,"Res, 680 (1/4W)","R1,R3,R5,R6"
,,,,4,TestPoint,TP1-TP4
