Qty,Value,RefDes,,Qty,Value,RefDes
5,"10K, 1/4W",R11-R15,,1,"Header, 1X2",J5
1,"1K, 1/4W",R16,,1,"Header, 2X2",J7
2,"2.2K, 1/4W","R9,R10",,2,"Header, 1X3","J1,J6"
8,"330, 1/4W",R1-R8,,1,"Header, 3x2",J4
1,4.7K-PACK,RP1,,2,"Header, 1X4","J2,J3"
2,0.1uF,"C1,C2",,1,DB25,J8
1,24C01,U9,,,,
8,4N26,U1-U8,,,,
1,MCP23008P,U10,,,,
