0.1uF,3,"C1 C2 C4",SM0805
10uF,1,"C3",SM1210
CONN_2,2,"H4 H5",PIN_ARRAY_2X1
CONN_3,2,"H2 H3",PIN_ARRAY_3X1
CONN_3X2,1,"H1",pin_array_3x2
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",MTG-4-40
10K,1,"R1",SM0805
ATTINY85,1,"U2",DIP-8__300
AP1117,1,"U1",SOT223
