0.1uF,2,"C1 C2",
1uF,2,"C3 C4",
CONN_8,1,"J1",
CONN_3,2,"J2 J3",
CONN_1,2,"MTG1 MTG2",
4.7K,1,"R1",
AD5292,2,"U1 U2",
