Qty,Value,RefDes,,Qty,Value,RefDes
4,0.1uF,"C1,C2,C4,C5",,1,Conn_01x02,H1
2,10uF,"C3,C6",,1,"Header, Vert, 1x4",H3
1,150,R8,,1,"Header, Vert, 2x4",H2
4,261,"R1,R3,R5,R7",,1,"Conn, SD Card",J4
3,523,"R2,R4,R6",,1,DCJ0202,J1
1,TXS0104EDR,U2,,2,"Header, 1x6, Rt Ang, (FTDI)","J2,J3"
2,ESP32 M-F Header (1x15),U1,,1,"CONN, DB15HD, BLUE (VGA)",P3
1,ESP32 MODULE,U1,,1,"JACK, RT ANG, RCA",P4
,,,,1,"MINI-DIN6, PS2 (GRN)",P1
,,,,1,"MINI-DIN6, PS2 (PURP)",P2
