Qty,Value,RefDes,,Qty,Value,RefDes
2,0.1uF,C1-C2,,1,CONN_01X02,H5
1,47uF,C3,,1,CONN_01X02,H7
1,FUSE,F1,,1,CONN_01X03,H2
4,10K,R1,,1,CONN_01X05,H1
1,1K,R3,,1,CONN_02X02,H3
2,2.2K,R4-R5,,1,CONN_02X02,H6
1,24LC024,U2,,1,CONN_02X04,H4
1,MCP23017P,U1,,1,DB25,J1
