0.1uF,1,"C1",C1
LED,3,"D1 D2 D3",LED-5MM
CONN_3X2,1,"H2",pin_array_3x2
CONN_6X2,1,"H1",pin_array_6x2
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",MTG-4-40
330,3,"R1 R2 R3",R3-5
ATTINY85,1,"U2",DIP-8__300
ATMEGA328-PU,1,"U1",TEXTOOL-28N
16MHz,1,"Y1",RESON_3PIN
