Find,Qty,Ref Des,Part Number,,Find,Qty,Ref Des,Part Number
1,2,"R1, R12",1K,,8,1,D1,"LED, 5MM"
2,1,R2,470,,9,5,"J1, J2, J3, J4, J5",[https://www.thonk.co.uk/shop/3-5mm-jacks/ PJ-366ST] (GREEN)
3,9,R3- R11,220,,10,1,J6,"CONN, IDC, SHROUDED, 2X8"
4,1,D2,[https://www.mouser.com/ProductDetail/onsemi-Fairchild/1N4148?qs=i4Fj9T%2FoRm8RMUhj5DeFQg%3D%3D 1N4148],,11,1,J7,[https://www.mouser.com/ProductDetail/CUI-Devices/SD-50BV?qs=WyjlAZoYn51vaJlJKU%252BCew%3D%3D SD-50BV]
5,1,U1,"SOCKET, IC, 14 PIN",,12,2,"J8, J9",TEST POINTS
6,1,U2,"SOCKET, IC, 8 PIN",,13,1,U1,[https://www.mouser.com/ProductDetail/Texas-Instruments/SN74HC14AN?qs=sGAEpiMZZMuyBeSSR239IRd6%2FGZ0944J%252BGyOD1Mn01UONG05fjt4hA%3D%3D 74HC14]
7,2,"C1, C2",0.1uF,,14,1,U2,[https://www.mouser.com/ProductDetail/Everlight/6N138?qs=8PzhAHr7IdMV0oSNC8g4Zg%3D%3D 6N138]
