Qty,Value,RefDes,,Qty,Value,RefDes
3,0.1uF,"C4,C6,C7",,1,CONN_01X02,H2
4,47uF,"C1,C2,C3,C5",,1,CONN_02X02,H1
6,10K,"R1,R2,R3,R4,R8,R9",,1,CONN_02X03,H3
1,1K,R7,,1,CONN_01X02,J3
2,2.2K,"R5,R6",,1,CONN_01X04,J4
1,24LC024,U5,,1,CONN_01X05,J1
1,MCP23017P,U4,,1,CONN_02X04,J2
4,ULN2003A,"U1,U2,U3",,1,DB37,P1
16,RELAY_SPST-G6L-1P_V2,K1-K16,,,,
