Qty,Value,RefDes,,Qty,Value,RefDes
1,Switch_DPST,SW1,,1,CONN_02X06,P4
1,CONN_01X04,P1,,1,CONN_02X08,P6
1,CONN_01X06,P3,,1,CONN_02X20,P2
1,CONN_01X08,P5,,1,DB25F,J1
