Qty,Value,RefDes,,Qty,Value,RefDes
1,LED,DS1,,1,CONN_01X04,J3
2,10K,"R7,R8",,1,CONN_02X04,J5
1,1K,R10,,2,CONN_02X06,"J6,J8"
6,2.7K,"R1,R2,R3,R4,R5,R6",,1,RCA-JACK,J2
1,220,R17,,1,SD_Card,J4
4,470,"R11,R13,R15,R9",,1,VGA,J1
3,680,"R12,R14,R16",,4,CONN_02X14,"P1,P2,P3,P4"
1,AS6C1008,U1,,,,
