Qty,Value,RefDes,,Qty,Value,RefDes
8,0.1uF Cap,"C1,C2,C3,C4,C5,C6,C7,C8",,1,CONN_02X03,J4
1,0,R7 (install for 128 bit version),,2,CONN_4,"J2,J3"
3,10K,"R1,R2,R6 (R6 = optional)",,1,CONN_5,J1
1,1K,R5,,8,CONN_20,"P1,P2,P3,P4,P6,P7,P8,P9"
2,2.2K,"R3,R4",,2,CONN_2X2,"P10,P5"
1,24LC024-I/P,U9,,,,
8,MCP23017P,"U1,U2,U3,U4,U5,U6,U7,U8",,,,
