Qty,Value,RefDes,,Qty,Value,RefDes
10,0.1u (0805),C1-C10,,6,MMBT3904,Q1-Q6
2,1.8K (0805),"R3,R15",,2,BNC,"P1,P2"
2,10 (0805),"R4,R12",,2,BNC,"P3,P4"
2,10K (0805),"R1,R13",,2,DCJ0202,"J1,J2"
2,180 (0805),"R6,R17",,,,
4,2.2K (0805),"R2,R8,R14,R19",,,,
2,330 (0805),"R5,R16",,,,
2,4.7 (0805),"R7,R18",,,,
2,47 (0805),"R10,R21",,,,
2,470 (0805),"R9,R20",,,,
2,50 (0805),"R11,R22",,,,
