Qty,Value,RefDes,,Qty,Value,RefDes
1,0.1uF,C1,,1,"Header, 23",H2
3,10K,R1-R3,,1,"Header, 1x4",J1
1,ATTINY85,U1,,1,PS2_DIN6,J2
