Qty,Value,RefDes,,Qty,Value,RefDes
10,0.1uF,C1-C10,,6,2N3904,Q1-Q6
2,10K,"R1,R13",,2,Conn_01x03,"J1,J2"
4,2.2K,"R2,R8,R14,R19",,2,SMA,"P1,P2"
2,1.8K,"R3,R15",,,,
2,10,"R4,R12",,,,
2,330,"R5,R16",,,,
2,180,"R6,R17",,,,
2,4.7,"R7,R18",,,,
2,470,"R9,R20",,,,
2,47,"R10,R21",,,,
2,50 (Note 1),"R11,R22",,,,
