Qty,Value,RefDes,,Qty,Value,RefDes
2,0.01uF,"C1,C3",,2,DNP,"R5,R6"
1,0.1uF,C2,,2,T37-2,"T1,T2"
1,10,R4,,2,BNC,"P1,P2"
1,180,R3,,1,CONN_2,P3
1,22K,R1,,2,CONN_2,"PB1,PB2"
1,R,R2,,,,
1,2N3904,Q1,,,,
