Qty,Value,RefDes,Footprint,Manufacturer,ManufacturerPN,Vendor,VendorPN
2,COUPON,",COUP2",REV_BLOCK,N/A,N/A,N/A,N/A
2,FUSE,"F1,F2",SM1206,N/A,N/A,N/A,N/A
16,CONN_3,"J11,J12,J13,J14,J15,J16,J17,J18,J19,J2,J20,J3,J4,J5,J6,J9",PIN_ARRAY_3X1,N/A,N/A,N/A,N/A
1,CONN_4,J1,pin_array_4x1,N/A,N/A,N/A,N/A
1,CONN_4,J10,PIN_ARRAY_4x1,N/A,N/A,N/A,N/A
2,CONN_6,"J7,J8",PIN_ARRAY-6X1,N/A,N/A,N/A,N/A
1,CONN_8,P2,PIN_ARRAY-8X1,N/A,N/A,N/A,N/A
1,RASPIO,P1,pin_array_13x2,N/A,N/A,N/A,N/A
1,TXS0108,U1,SOG20,N/A,N/A,N/A,N/A
