Qty,Value,RefDes,  ,Qty,Value,RefDes
1,10K,R3,,1,BAT20,D1
1,1K,R5,,1,MBR0520LT1G,D2
1,1M,R4,,1,LMR62014,U2
1,2.2K,R2,,1,MCP73831,U1
1,3.09K,R6,,1,PMV48XP,Q1
1,470,R1,,1,10uH,L1
1,10uF,C1,,1,CONN_3X2,J1
2,4.7uF,"C2,C4",,1,JST_2,J2
1,680pF,C3,,1,USB-MICRO-B,J3
1,FUSE,F1,,1,Switch_SPDT_x2,SW1
1,LED,DS1,,,,
