ref	value	Field1	Field2	Field3	Field4	Field5	Field6	Field7	Field8
C1	0.1uF	Vishay	1C10Z5U104M050B	Mouser	75-1C10Z5U104M050B
C2	.047uF
C3	220uF	United Chemi-Con	EKMG250ELL221MHB5D	Mouser	661-EKMGG250ELL221MH
J1	RCA-JACK	Neutrik	NYS354	Mouser	568-NYS354
J2	RCA-JACK	Neutrik	NYS354	Mouser	568-NYS354
J3	CONN_2	FCI	68001-202HLF	Mouser	649-68001-202HLF
MTG1	MTG-4-40
MTG2	MTG-4-40
R1	10	Vishay	CCF0710R0GKE36	Mouser	71-CCF0710R0GKE36
RV1	10K
U1	LM386	National Semi	LM386N-3/NOPB	Mouser	926-LM386N-3/NOPB
