Qty,Value,RefDes,,Qty,Value,RefDes
3,1K,"R3,R8,R14",,1,"Conn, Rt ang, 2x10",J1
3,2.2K,"R4,R9,R15",,1,VGA,P1
3,270,"R1,R6,R12",,,,
3,3.9K,"R5,R10,R16",,,,
3,560,"R2,R7,R13",,,,
1,8.2K,R11,,,,
