Find,Qty,Ref Des,Part Number
1,1,C1,10uF
2,1,C2,0.1uF
3,1,J1,"Header, right angle, 2x25"
4,2,"U1A,U1B","Header, female, 1x20"
5,1,U1,Raspberry Pi PICO
