Qty,Value,RefDes,,Qty,Value,RefDes
5,"CAP, 0.1uF",C1-C5,,4,"CONN, 1X2-RT-ANGLE",H1-H4
1,"CAP, 10uF",C6,,4,"CONN, 1X5-RT-ANGLE",J1-J4
15,"RES, 3.3K",R1-R15,,1,CONN-13X2,P1
1,PCA9544A,U1,,,,
