Qty,Value,RefDes,,Qty,Value,RefDes
1,10,R2,,1,0.1uF,C5
1,2.7,R1,,1,100uF,C6
1,75K,R3,,1,4.7uF,C2
1,LM384,U1,,2,470uF,"C1,C4"
1,CONN_01X05,J4,,1,C1,C3
2,RCA-JACK,"J1,J2",,,,
1,TB2-5MM,J3,,,,
