FUSE,1,"F1",SM1206
CONN_6,2,"J10 J11",PIN_ARRAY-6X1
RASPIOPLUS,1,"J24",PIN_ARRAY_20X2
CONN_2,1,"J23",PIN_ARRAY_2X1
CONN_3,17,"J3 J4 J5 J6 J7 J8 J9 J12 J13 J14 J15 J16 J17 J18 J19 J20 J21",PIN_ARRAY_3X1
CONN_4,2,"J1 J2",PIN_ARRAY_4x1
CONN_4X2,1,"J22",pin_array_4x2
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",MTG-2.5MM
CONN_8,12,"P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12",PIN_ARRAY-8X1
5.6K,4,"R1 R2 R3 R4",SM0805
COUPON,2,"COUP?1 COUP?2",REV_BLOCK
24C512,1,"U1",SO8E
