0.1uF,4,"C1 C2 C3 C5",C1
CP,1,"C4",CP_5x11mm
4N4004,1,"D1",D3
CONN_10,1,"J1",PIN_ARRAY-10X1
CONN_6,3,"J4 J5 J6",PIN_ARRAY-6X1
CONN_8,1,"J3",PIN_ARRAY-8X1
CONN_3,2,"J2 J8",PIN_ARRAY_3X1
CONN_4,1,"J7",PIN_ARRAY_4x1
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",MTG-4-40
10K,1,"R1",R1
TB-2PIN,1,"TB1",TB2-5MM
ATMEGA328-PU,1,"U1",DIP-28__300
AP1117,1,"U2",SOT223
16MHz,1,"Y1",SIL-3
