Qty,Value,RefDes, ,Qty,Value,RefDes
1,0.1,C3,,1,DNP,R10
2,0.1uF,"C1,C7",,1,LM2936MP,U3
2,10uF,"C2,C6",,1,LM324AN,U1
1,0.05,R5,,1,MCP6002,U2
1,0,R9,,1,BTS117,Q1
1,100,R3,,2,CONN_01X01,"P2,P3"
5,10K,"R1,R4,R6,R7,R8",,3,CONN_01X03,"P1,P6,P7"
1,10K,RV2,,1,DCJ0202,J1
1,90.9K,R2,,,,
