Qty,Value,RefDes,,Qty,Value,RefDes
1,MCP23017P,U1,,1,CONN_01X02 right,H7
1,24C01,U2,,1,CONN_01X03 right,H2
5,10K,"R1-R4,R8",,1,CONN_01X05 right,H1
1,1K,R5,,1,CONN_02X03 right,H3
2,2.2K,R6-R7,,1,CONN_02X04 right,H4
2,0.1uF,"C2,C3",,1,CONN_01X02 Straight,H5
1,47uF,C1,,1,CONN_02X02 straight,H6
1,"FUSE, 1A, 1206",F1,,1,DB25 Female,J1
