CONN_1,2,"MTG1 MTG2",MTG-4-40,N/A,N/A,N/A,N/A
CONN_4,1,"P1",
4.7K,1,"R1",R4,Xicon,291-4.7K-RC,Mouser,291-4.7K-RC
56K,1,"R3",
LDR,1,"R2",
DS18S20+,1,"U1",TO92-123,Maxim,DS18S20 +,Mouser,700-DS18S20 
