BUZZER,1,"BUZ1",PIEZO_12MM
18pF,2,"C1 C2",SM0805
680pF,1,"C7",SM0805,Vishay,VJ0805Y681JXXCW1BC,Mouser,77-VJ0805Y681JXXCBC
0.1uF,1,"C3",SM0805
0.1uF,2,"C4 C5",SM0805
4.7uF,2,"C6 C8",SM1210,Vishay,VJ1206V475MXJTW1BC,Mouser,77-VJ1206V475MXJTBC
LED,1,"D6",LED-5MM
LED,5,"D1 D2 D3 D4 D5",SM0805
MBR0520LT1G,1,"D10",SOD-123,ON Semiconductor,MBR0520LT1G,Mouser,863-MBR0520LT1G
LED2C_CA,1,"DS1",SOT23_LED2C,Lumex,SML-LX15IGC-TR,Mouser,696-SML-LX15IGC-TR
JST_2,1,"J2",JST-2-SMT,JST Sales America Inc,S2B-PH-SM4-TB(LF)(SN),Mouser,455-1749-1-ND
USB-B,1,"J1",~
10uH,1,"L1",IND-3MM,Bourns,SRN3015-100M,Mouser,652-SRN3015-100M
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",MTG-4-40
CONN_3X2,1,"P1",pin_array_3x2
2N3904,7,"Q1 Q2 Q3 Q4 Q5 Q6 Q7",SOT23
330,6,"R7 R8 R9 R10 R11 R16",SM0805
470,2,"R17 R18",SM0805,Bourns,CR0805-JW-471ELF,Mouser,652-CR0805JW-471ELF
1K,1,"R22",SM0805,Vishay,CRCW08051K00JNEA,Mouser,71-CRCW0805J-1K-E3
2.2K,1,"R19",SM0805,Vishay,CRCW08052K20JNEB,Mouser,71-CRCW08052K20JNEB
3.09K,1,"R23",SM0805,KOA Speer,RK73H2ATTE3091F,Mouser,660-RK73H2ATTE3091F
10K,1,"R1",SM0805
10K,9,"R2 R3 R4 R5 R6 R12 R13 R14 R15",SM0805
1M,1,"R21",SM0805,Vishay,CRCW08051M00FKEA,Mouser,71-CRCW0805-1.0M-E3
NTC-10K,1,"R20",SM0603,Panasonic,ERT-J1VG103JA,Mouser,667-ERT-J1VG103JA
PWR_SW,1,"SW3",PIN_ARRAY_2X1
SW_PUSH_OMRON,2,"SW1 SW2",SW-PB-6MM
MCP73833,1,"U1",MSOP10-0.5,Microchip Tech,MCP73833-AMI/UN,Mouser,579-MCP73833-AMI/UN 
TSOP38238,1,"U2",PIN_ARRAY_3X1
LMR62014,1,"U4",SOT23-5,TI, LMR62014XMFE/NOPB,Mouser,926-LMR62014XMFENOPB 
ATMEGA328-AU,1,"U3",TQFP32
16.0MHz,1,"X1",crystal-HC49UP
