BEAGLEBONE,1,BRD1,BEAGLEBONE
104,4,C1 C2 C4 C5,SM0805
u1,1,C3,SM0805
COUPON,2,COUP1 COUP2,REV_BLOCK
LED,2,D1 D2,SM0805
FUSE,2,F1 F2,SM1206
CONN_1,2,FID1 FID2,FIDUCIAL
ADR SEL,1,J24,PIN_ARRAY_2X2
CONN_3,27,J1 J2 J3 J4 J5 J6 J7 J8 J9 J10 J14 J15 J17 J18 J19 J20 J21 J22 J23 J25 J26 J27 J28 J29 J30 J31 J32,PIN_ARRAY_3X1
CONN_4,4,J11 J12 J13 J16,PIN_ARRAY_4x1
120,1,R4,SM0805
330,1,R3,SM0805
5.6K,5,R1 R2 R5 R6 R7,SM0805
CAT24C256,1,U3,SO8E
TXB0108EPWR,1,U2,SOG20
TXS0108EPWR,1,U4,SOG20
