Qty,Value,RefDes,Footprint,Manufacturer,ManufacturerPN,Vendor,VendorPN
5,0.1uF,",C2,C3,C4,C5",Capacitors_SMD:C_0805_HandSoldering,N/A,N/A,N/A,N/A
1,10uF,C6,Capacitors_SMD:C_1206_HandSoldering,N/A,N/A,N/A,N/A
4,CONN_01X02,"H1,H2,H3,H4",Pin_Headers:Pin_Header_Angled_1x02,N/A,N/A,N/A,N/A
4,I2CINT-5PIN,"J1,J2,J3,J4",Pin_Headers:Pin_Header_Angled_1x05,N/A,N/A,N/A,N/A
1,RASPIO,P1,pin_array_13x2,N/A,N/A,N/A,N/A
15,3.3K,"R1,R10,R11,R12,R13,R14,R15,R2,R3,R4,R5,R6,R7,R8,R9",Resistors_SMD:R_0805_HandSoldering,N/A,N/A,N/A,N/A
1,PCA9544A,U1,Housings_SSOP:TSSOP-20_4.4x6.5mm_Pitch0.65mm,N/A,N/A,N/A,N/A
