CONN_2,1,"J1",PIN_ARRAY_2X1,FCI,68002-102HLF,Mouser,649-68002-103HLF
CONN_3,2,"J2 J3",PIN_ARRAY_3X1,FCI,68002-103HLF,Mouser,649-68002-103HLF
CONN_1,1,"MTG1",MTG-4-40,N/A,N/A,N/A,N/A
4.7K,1,"R1",R4,Xicon,291-4.7K-RC,Mouser,291-4.7K-RC
DS18S20+,1,"U1",TO92-123,Maxim,DS18S20 +,Mouser,700-DS18S20 
