Qty,Value,RefDes,,Qty,Value,RefDes
2,0.1uF,"C3,C4",,1,74HCT166,U2
2,22pF,"C1,C2",,1,ATMEGA328-PU,U1
4,10K,R5-R8,,1,16MHz,Y1
1,470,R2,,1,RCA-JACK,J1
1,1K,R1,,1,CONN_02X08,P1
2,DNP,"R3,R4",,,,
