ref	value	Field1	Field2	Field3	Field4
C1	0.1uF
C2	0.1uF
C3	0.1uF
C4	CP
C5	0.1uF
D1	4N4004
J1	CONN_10
J2	CONN_3
J3	CONN_8
J4	CONN_6
J5	CONN_6
J6	CONN_6
J7	CONN_4
J8	CONN_3
MTG1	CONN_1
MTG2	CONN_1
MTG3	CONN_1
MTG4	CONN_1
R1	10K
TB1	TB-2PIN
U1	ATMEGA328-PU
U2	AP1117
Y1	16MHz
