Qty,Value,RefDes,,Qty,Value,RefDes
2,0.1uF,"C3,C4",,1,11.0592MHz,Y1
2,22pF,"C1,C2",,1,CONN_01X04,P2
3,470,"R3,R4,R7",,1,CONN_02X03,P4
2,NONE,"R5,R6",,1,CONN_02X08,P1
2,OPEN,"R1,R2",,1,FTDI,P3
1,ATMEGA328-PU,U1,,,,
