Find,Qty,Ref Des,Part Number,,Find,Qty,Ref Des,Part Number
1,2,"R5, R12",10K,,7,7,"C2, C3, C5, C6, C11, C13, C14",0.1uF
2,2,"R6, R13",100K,,8,1,C7,10uF
3,1,R9,0,,9,1,C8,47uF
4,1,R14,470,,10,1,C15,4.7uF
5,1,R15,10,,11,1,J7,PROTO02_JACKS
6,5,"D5, D6, D9-D11",BAT41,,12,1,J8,PROTO01_POTS
,,,,,13,1,J9,"CONN, IDC, 2X5"
,,,,,14,1,A1,[http://www.mouser.com/pdfdocs/Gravitech_Arduino_Nano3_0.pdf Arduino_Nano_v3.x]
