IR TX LED,1,"D1",LED-5MM
IR RX,1,"D2",LED-5MM
CONN_4,1,"J1",PIN_ARRAY_4x1
CONN_1,2,"MTG1 MTG2",MTG-4-40
82,2,"R1 R2",R4-5
1M,1,"R3",R4-5
