0.1uF,1,"C1",
CONN_2,3,"J1 J2 J3",SIL-2
CONN_3,9,"J5 J6 J7 J8 J9 J10 J11 J12 J13",SIL-3
CONN_4,1,"J4",SIL-4
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",
10K,6,"R1 R2 R3 R4 R5 R6",R1
MCP23008P,1,"U1",DIP-18__300
