0.1uF,3,"C1 C2 C4",C1
10uF,1,"C3",C1V5
CONN_3,6,"K1 K2 K3 K4 K5 P1",PIN_ARRAY_3X1
CONN_1,4,"MTG1 MTG2 MTG3 MTG4",MTG-4-40
10K,1,"R1",R1
R,5,"R2 R3 R4 R5 R6",R1
ATTINY85,1,"U2",DIP-8__300
AP1117,1,"U1",SOT223
