Qty,Value,RefDes,,Qty,Value,RefDes
4,10K,"R1,R2,R3,R4",,4,DNP,"R5,R6,R7,R8"
4,330,"R10,R11,R12,R9",,4,2N3904,"Q1,Q2,Q3,Q4"
4,4.7K,"R17,R18,R19,R20",,5,4N25,"U1,U2,U3,U4"
4,47K,"R13,R14,R15,R16",,2,CONN_01X08_RT,"P1,P2"
