Qty,Value,RefDes,,Qty,Value,RefDes
1,0.1uF,C1,,1,"Header, Straight, 2x3",H4
4,10K,R3-R6,,2,"Header, Straight, 1x2","H2,H3"
2,2.2K,"R1,R2",,2,"Header, Right Angle, 1X5","J1,J2"
1,MCP23008P,U1,,4,"Headers, Straight, 2x3",P1
