Qty,Value,RefDes,,Qty,Value,RefDes
4,0.1uF,"C1,C3,C4,C5",,1,CONN_01X02,P4
2,10uF,"C2,C6",,1,CONN_01X04,P1
1,AP1117-3.3V,U2,,1,CONN_01X08,P3
1,AZ1117-5.0V,U4,,1,CONN_01X10,P2
1,ESP8266-ESP-01,U5,,1,DCJ0202,J1
1,TXS0108,U1,,,,
1,arduino_mini,U3,,,,
