Qty,Value,RefDes,,Qty,Value,RefDes
2,0.1uF,"C1, C2",,1,24C01,U10
1,1K,R9,,8,4N26,U1-U8
2,2.2K,"R10, R11",,1,MCP23008P,U9
8,4.7K,R1-R8,,1,"Header, Strt, 2X3","J4, J5"
1,4.7K-RPACK,RP2,,2,"Header, Strt, 1X3","J1, J6"
1,330-RPACK,RP1,,2,"Header, Strt, 1X4","J2, J3"
,,,,1,DB25 Female,J7
