Qty,Value,RefDes, ,Qty,Value,RefDes
1,TXS0108,U1,,1,DCJ0202,J1
4,0.1uF,"C1,C4,C5,C8",,1,CONN_01X08,P3
4,22uF,"C2,C3,C6,C7",,1,CONN_01X10,P2
1,1K,R1,,1,FTDI,P1
1,3.3K,R2,,1,ESP8266-ESP-01,U4
1,AP1117-3.3V,U2,,1,arduino_nano,U5
1,AZ1117-5.0V,U3,,,,
